UF,Nom_Mun,PopEst2021,PIB_per_capita,lat,long
SP,Gavião Peixoto,4841.0,244615.79,-21.8389999979999,-48.495000008999895
SP,Ibirá,12639.0,25170.21,-21.079999997999902,-49.2410000019999
SP,Jaboticabal,78029.0,46151.86,-21.2549999969999,-48.32200001099989
SP,Jacupiranga,17911.0,29651.56,-24.6933055899999,-47.99936987
SP,Matão,84069.0,63716.37,-21.602999997999902,-48.3660000099999
SP,Monte Alto,51039.0,47713.32,-21.2609999979999,-48.49600000899989
SP,Nova Europa,11519.0,32768.54,-21.7779999979999,-48.5610000069999
SP,Novais,6057.0,12986.7,-20.9919999979999,-48.919000004999894
SP,Paraíso,6536.0,42122.5,-21.015999997999902,-48.7740000059999
SP,Pariquera-Açu,19797.0,29601.64,-24.7149999999999,-47.880999999999894
SP,Santa Adélia,15639.0,24461.0,-21.242999998000002,-48.80400000499989
SP,Santa Ernestina,5577.0,18714.85,-21.4629999969999,-48.391000008999896
SP,Tabatinga,16787.0,20278.99,-21.735111022,-48.6871442939999
SP,Taiaçu,6346.0,17319.16,-21.1439999979999,-48.513000008999896
SP,Taiúva,5562.0,25108.07,-21.1239999979999,-48.452000008999896
SP,Taquaral,2815.0,16647.2,-21.0719999979999,-48.410000008999894
SP,Ubarana,6488.0,32774.2,-21.1659999999999,-49.718000001
SP,Urupês,13965.0,34609.7,-21.201999998999998,-49.2900000019999
SP,Agudos,37582.0,70209.74,-22.4689999989999,-48.9880000029999
SP,Areiópolis,11186.0,14577.19,-22.6679999979999,-48.6650000059999
SP,Boracéia,4913.0,105669.34,-22.1929999979999,-48.779000004999894
SP,Borebi,2713.0,27255.19,-22.5689999989999,-48.9710000039999
SP,Botucatu,149718.0,39937.48,-22.8859999979999,-48.4450000079999
SP,Cafelândia,17917.0,38094.8,-21.802999999,-49.6100000009999
SP,Cerqueira César,20391.0,46928.25,-23.035999999999902,-49.1659999999999
SP,Guaiçara,12416.0,18704.97,-21.6219999989999,-49.79899999999989
SP,Guarantã,6685.0,29367.05,-21.8949999989999,-49.59000000099989
SP,Ibitinga,61150.0,32137.74,-21.7579999979999,-48.829000005
SP,Igaraçu do Tietê,24821.0,15357.34,-22.5089999979999,-48.5580000069999
SP,Irapuã,8101.0,22987.71,-21.278999999,-49.4090000019999
SP,Itajobi,15331.0,61001.88,-21.3179999979999,-49.05400000299989
SP,Itaju,3937.0,58993.27,-21.98193060725118,-48.804648441882854
SP,Itápolis,43536.0,37459.11,-21.5959999979999,-48.81300000499989
SP,José Bonifácio,37707.0,36644.42,-21.052999999,-49.68800000099989
SP,Lençóis Paulista,69533.0,70818.58,-22.5989999989999,-48.800000004999895
SP,Macatuba,17263.0,37292.64,-22.5019999989999,-48.711000004999896
SP,Marapoama,3097.0,38648.5,-21.2589999989999,-49.129000002999895
SP,Mendonça,5638.0,66474.78,-21.184092150999998,-49.5791147429999
SP,Nova Aliança,7161.0,45514.97,-21.015999998999902,-49.49600000099989
SP,Novo Horizonte,41765.0,37973.31,-21.4679999989999,-49.221000002999894
SP,Pederneiras,47523.0,64521.62,-22.3519999979999,-48.775000004999896
SP,Pirajuí,25939.0,20820.31,-21.9989999989999,-49.4570000009999
SP,Sales,6481.0,26150.29,-21.3412823659999,-49.497327831
SP,Sabino,5638.0,31123.73,-21.4599999989999,-49.57800000099989
SP,São Manuel,41287.0,32463.42,-22.730999998,-48.571000007
SP,Ubirajara,4828.0,23709.14,-22.5269999999999,-49.663000000000004
SP,Alvinlândia,3251.0,17965.24,-22.4439999999999,-49.7629999999999
SP,Barbosa,7532.0,14488.16,-21.2669999989999,-49.949000000999895
SP,Brejo Alegre,2911.0,25996.26,-21.1659999999999,-50.18500000099989
SP,Buritama,17414.0,36037.97,-21.0659999999999,-50.1469999999999
SP,Cabrália Paulista,4222.0,24368.03,-22.4559999989999,-49.3380000019999
SP,Coroados,6197.0,35303.73,-21.3519999989999,-50.28099999999989
SP,Duartina,12421.0,20338.59,-22.413999998999902,-49.4040000019999
SP,Espírito Santo do Turvo,4926.0,18630.23,-22.6919999969999,-49.4300000029999
SP,Fernão,1739.0,46552.1,-22.358999999999902,-49.520999999999894
SP,Gália,6419.0,26907.52,-22.2909999999999,-49.5529999999999
SP,Garça,44429.0,38831.12,-22.211000000000002,-49.65599999999989
SP,Guaimbê,5806.0,76293.81,-21.9099999989999,-49.8969999999999
SP,Glicério,4842.0,25880.65,-21.384,-50.211000000000006
SP,Ibirarema,7926.0,30862.28,-22.817999999999902,-50.072999999999894
SP,Lucianópolis,2412.0,29214.5,-22.4309999999999,-49.5229999999999
SP,Luiziânia,5918.0,15851.42,-21.6759999989999,-50.3269999999999
SP,Manduri,9972.0,29272.78,-23.0029999999999,-49.321999999999896
SP,Monte Mor,61707.0,69972.02,-22.9469999959999,-47.316000036999895
SP,Óleo,2447.0,52419.92,-22.9409999989999,-49.3420000019999
SP,Palmital,22322.0,40347.04,-22.788999999999902,-50.218000001
SP,Paulistânia,1835.0,26505.01,-22.5779999989999,-49.4030000019999
SP,Penápolis,64098.0,32488.66,-21.419999998999902,-50.077999999999896
SP,Planalto,5370.0,36082.23,-21.0339999989999,-49.928999999999895
SP,Queiroz,3513.0,194914.13,-21.7989999989999,-50.24
SP,Salto Grande,9396.0,29155.3,-22.8929999999999,-49.9859999999999
SP,Sumaré,289875.0,55816.79,-22.8219999959999,-47.267000038999896
SP,Zacarias,2784.0,46763.19,-21.0519999989999,-50.050999999999895
SP,Anhembi,6911.0,24534.54,-22.7889999969999,-48.12700001299989
SP,Arujá,92453.0,89703.63,-23.389085541999897,-46.3182216159999
SP,Atibaia,145378.0,57512.36,-23.1169999999999,-46.550000000000004
SP,Avaré,91792.0,35721.22,-23.0989999999999,-48.925999999999895
SP,Bertioga,66154.0,31255.51,-23.843335113638865,-46.13734125564981
SP,Brotas,24862.0,45209.02,-22.2839999969999,-48.12700001299989
SP,Capivari,56973.0,52495.21,-22.9949999959999,-47.5080000299999
SP,Charqueada,17539.0,29370.12,-22.5099999959999,-47.7780000219999
SP,Conchas,18138.0,23872.16,-23.0149999999999,-48.010999999999896
SP,Elias Fausto,18095.0,55521.14,-23.0429999999999,-47.373999999999896
SP,Ferraz de Vasconcelos,198661.0,23863.13,-23.5400174289999,-46.374556073
SP,Guarulhos,1404694.0,55084.22,-23.4629999999999,-46.532999999999895
SP,Igaratá,9631.0,24936.71,-23.205030396999902,-46.155163120999894
SP,Ipeúna,7824.0,121154.37,-22.435999997,-47.7190000229999
SP,Iracemápolis,24982.0,85178.34,-22.5809999969999,-47.5190000289999
SP,Itaí,27632.0,33471.94,-23.4179999999999,-49.091
SP,Itirapina,18610.0,68413.96,-22.2529999969999,-47.8230000199999
SP,Laranjal Paulista,29047.0,48579.92,-23.05,-47.8369999999999
SP,Mairiporã,103645.0,22076.24,-23.3189999999999,-46.5869999999999
SP,Mombuca,3523.0,35344.16,-22.9289999969999,-47.566000026999895
SP,Nazaré Paulista,18866.0,24667.18,-23.1805094779999,-46.3978495199999
SP,Piracicaba,410275.0,84225.76,-22.724999995999998,-47.6490000249999
SP,Rafard,9126.0,48529.75,-23.0119999999999,-47.526999999999894
SP,Ribeirão Bonito,13376.0,27794.44,-22.0669999979999,-48.17600001299989
SP,Saltinho,8498.0,44465.92,-22.8469999949999,-47.677000044
SP,Santa Isabel,58529.0,28340.36,-23.3182338129999,-46.229685141999894
SP,Santa Maria da Serra,6298.0,24297.18,-22.5669999979999,-48.1610000119999
SP,São Pedro,36298.0,24418.31,-22.548999997,-47.914000017999896
SP,Suzano,303397.0,48818.92,-23.5465221619999,-46.309667326
SP,Três Fronteiras,5856.0,20839.4,-20.235,-50.889999999999894
SP,Turmalina,1667.0,44206.07,-20.0519999999999,-50.47599999999989
SP,Urânia,9125.0,31344.02,-20.2459999989999,-50.642999999999894
SP,Vitória Brasil,1852.0,24394.51,-20.1969999999999,-50.483999999999895
SP,Auriflama,15316.0,23409.76,-20.6859999989999,-50.55499999999989
SP,Dirce Reis,1805.0,38685.19,-20.466,-50.605999999999895
SP,Dolcinópolis,2108.0,27963.37,-20.1229999989999,-50.5129999999999
SP,Estrela d'Oeste,8420.0,89460.5,-20.288,-50.401
SP,General Salgado,10855.0,25343.09,-20.6479999989999,-50.3609999999999
SP,Guapiara,16896.0,25989.08,-24.1849999999999,-48.532999999999895
SP,Guarani d'Oeste,1996.0,18556.87,-20.0749999989999,-50.339000000999896
SP,Iporanga,4180.0,15181.67,-24.58374701792855,-48.59296749433676
SP,Itaberá,17405.0,58380.87,-23.8619999999999,-49.136999999999894
SP,Itapeva,95241.0,39783.21,-23.9819999999999,-48.8759999999999
SP,Jales,49291.0,40212.72,-20.2689999999999,-50.54599999999989
SP,Marinópolis,2101.0,19070.41,-20.4409999999999,-50.822999999999894
SP,Mesópolis,1903.0,42887.61,-19.9674676019999,-50.6205425169999
SP,Nova Canaã Paulista,1824.0,25386.3,-20.3859999999999,-50.949000000000005
SP,Palmeira d'Oeste,9173.0,23443.85,-20.4159999999999,-50.761999999999894
SP,Paranapuã,4112.0,32360.15,-20.103,-50.586000000000006
SP,Rubinéia,3191.0,32233.41,-20.1721584159999,-50.9985422569999
SP,Santa Albertina,6036.0,35584.96,-20.0319999989999,-50.728
SP,Santa Clara d'Oeste,2111.0,45847.14,-20.091969075,-50.9279186189999
SP,Santa Fé do Sul,32796.0,41007.46,-20.211000000000002,-50.925999999999895
SP,Santa Rita d'Oeste,2476.0,27518.08,-20.1429999999999,-50.8329999999999
SP,Santa Salete,1558.0,27025.83,-20.244999999,-50.68800000099989
SP,Santana da Ponte Pensa,1448.0,27564.35,-20.2529999999999,-50.7969999999999
SP,Santo Antônio do Aracanguá,8541.0,33916.19,-20.937,-50.495999999999896
SP,São Francisco,2813.0,18189.76,-20.358999999999902,-50.696999999999896
SP,Valparaíso,27154.0,45529.09,-21.227999998999902,-50.867999999999896
SP,Vera Cruz,10804.0,22231.9,-22.2199999999999,-49.818999999999896
SP,Bastos,20952.0,50936.28,-21.9219999999999,-50.733999999999895
SP,Bernardino de Campos,11168.0,33842.25,-23.012999999999902,-49.4739999999999
SP,Campos Novos Paulista,5028.0,38724.17,-22.603,-50.00299999999989
SP,Canitar,5365.0,30627.93,-23.0059999999999,-49.782999999999895
SP,Castilho,21521.0,64508.48,-20.872,-51.48799999999989
SP,Clementina,8894.0,20959.14,-21.5599999999999,-50.449000000000005
SP,Chavantes,12418.0,21448.28,-23.038999999999902,-49.7089999999999
SP,Echaporã,6026.0,25295.64,-22.4289999999999,-50.200999999999894
SP,Gabriel Monteiro,2776.0,33755.37,-21.5309999999999,-50.55499999999989
SP,Guararapes,33257.0,36072.94,-21.2609999999999,-50.642999999999894
SP,Herculândia,9649.0,36890.4,-21.9963592289999,-50.389553123999896
SP,Iacri,6269.0,50533.65,-21.8579999999999,-50.68899999999989
SP,Ilha Solteira,26886.0,26261.81,-20.4329999999999,-51.3429999999999
SP,Ipaussu,15165.0,32911.22,-23.057000000000002,-49.6259999999999
SP,Itapura,4994.0,20950.66,-20.646,-51.508999999999894
SP,Lavínia,12581.0,14696.45,-21.167908480999902,-51.0399910469999
SP,Marília,242249.0,40272.45,-22.2139999999999,-49.9459999999999
SP,Mirandópolis,29844.0,24753.46,-21.1339483879999,-51.1020117659999
SP,Ourinhos,115139.0,34406.86,-22.9789999999999,-49.870999999999896
SP,Parapuã,10934.0,67842.13,-21.783,-50.79299999999989
SP,Piacatu,6093.0,19534.68,-21.5919999999999,-50.5989999999999
SP,Ribeirão do Sul,4537.0,49451.73,-22.7839999999999,-49.934000000999895
SP,Rinópolis,9940.0,35113.28,-21.7259999999999,-50.721999999999895
SP,Rubiácea,3195.0,24710.59,-21.3009999999999,-50.7269999999999
SP,Salmourão,5372.0,18037.04,-21.6239999999999,-50.8609999999999
SP,Santa Cruz do Rio Pardo,48207.0,57811.23,-22.8989999999999,-49.632999999999896
SP,Santópolis do Aguapeí,4856.0,16609.02,-21.637999999999902,-50.499999999
SP,São Pedro do Turvo,7724.0,30342.39,-22.747,-49.74
SP,Adamantina,35153.0,38997.12,-21.6850419149999,-51.0729589719999
SP,Bariri,35844.0,45290.86,-22.073999997999902,-48.740000005999896
SP,Bocaina,12571.0,22429.71,-22.1359999979999,-48.5180000079999
SP,Borá,839.0,88432.72,-22.269500485999902,-50.544653669
SP,Caiabu,4195.0,16640.38,-22.012012668999898,-51.236053743999896
SP,Cândido Mota,31410.0,48339.61,-22.7459999999999,-50.3870000009999
SP,Cruzália,2021.0,68116.76,-22.7423148569999,-50.7929031979999
SP,Dois Córregos,27704.0,30150.85,-22.3659999979999,-48.38000000899989
SP,Dourado,8883.0,90318.49,-22.112927234999898,-48.3138465909999
SP,Flórida Paulista,14936.0,17731.75,-21.6149936849999,-51.1740541739999
SP,Guaraçaí,8258.0,39546.1,-21.0333282689999,-51.2092766259999
SP,Iacanga,12002.0,54825.02,-21.892285488458622,-49.02224569519067
SP,Inúbia Paulista,4045.0,33790.08,-21.7699999999999,-50.9619999999999
SP,Irapuru,8356.0,13115.75,-21.570872505,-51.3450199649999
SP,Itapuí,14297.0,70205.57,-22.2329999979999,-48.7190000049999
SP,João Ramalho,4577.0,32483.14,-22.2499999999999,-50.7680000009999
SP,Lucélia,22022.0,26531.25,-21.719999313000002,-51.0189940909999
SP,Lutécia,2623.0,38571.53,-22.3399999999999,-50.391999999999896
SP,Maracaí,14069.0,36775.73,-22.6109999999999,-50.666999999999895
SP,Mariápolis,4098.0,18663.17,-21.7962248499999,-51.1841811649999
SP,Mineiros do Tietê,13023.0,17373.68,-22.408999998000002,-48.4510000089999
SP,Murutinga do Sul,4525.0,19453.5,-20.9929999989999,-51.2779999999999
SP,Osvaldo Cruz,33118.0,32836.81,-21.7969999999999,-50.8789999999999
SP,Pacaembu,14326.0,15195.79,-21.5619772279999,-51.2609285909999
SP,Paraguaçu Paulista,46180.0,39015.76,-22.413,-50.575999999999894
SP,Pedrinhas Paulista,3109.0,56819.68,-22.814999999999902,-50.794000000999894
SP,Quatá,14309.0,57387.58,-22.2479999989999,-50.6980000009999
SP,Rancharia,29743.0,46459.21,-22.2289999989999,-50.8930000009999
SP,Reginópolis,10047.0,18401.03,-21.887999998999902,-49.225000001999895
SP,Sagres,2427.0,22566.69,-21.8839999989999,-50.9559999999999
SP,Tarumã,15361.0,58396.99,-22.747,-50.5769999999999
SP,Trabiju,1752.0,25639.0,-22.041999997999902,-48.3360000099999
SP,Valinhos,133169.0,59842.76,-23.0146776479999,-47.0118960339999
SP,Caiuá,6017.0,15997.16,-21.831728273999897,-51.9898603919999
SP,Campos do Jordão,52713.0,27503.81,-22.7394444319999,-45.5913891069999
SP,Dracena,47287.0,30557.62,-21.4829543899999,-51.533090425000005
SP,Emilianópolis,3238.0,24451.77,-21.832899032999897,-51.4830102029999
SP,Estrela do Norte,2774.0,22511.33,-22.4879369049999,-51.6600512639999
SP,Holambra,15605.0,93777.73,-22.6329999949999,-47.056000049999895
SP,Itapirapuã Paulista,4294.0,12247.37,-24.57396009,-49.1688725239999
SP,Ituverava,42259.0,45131.05,-20.3389999949999,-47.7810000229999
SP,Jaci,7322.0,92434.87,-20.881999998999998,-49.5700000009999
SP,Jaú,153463.0,36376.16,-22.295999998,-48.5580000079999
SP,Junqueirópolis,20978.0,38510.78,-21.5148642529999,-51.4340237999999
SP,Marabá Paulista,6039.0,25999.5,-22.107946055000003,-51.9631616299999
SP,Mauá,481725.0,43128.78,-23.6672092219999,-46.447933518999896
SP,Meridiano,3813.0,103289.4,-20.358999999999902,-50.172999999999895
SP,Mirante do Paranapanema,18415.0,32957.78,-22.2919603369999,-51.9060906679999
SP,Piquerobi,3706.0,18103.98,-21.8872074579999,-51.7309781389999
SP,Piraju,29930.0,30945.65,-23.1939999999999,-49.383999999999894
SP,Ribeirão dos Índios,2222.0,21152.38,-21.836902897,-51.604052012000004
SP,Sandovalina,4405.0,72374.52,-22.455988406999897,-51.763015055999894
SP,Santo Anastácio,20855.0,26650.73,-21.9770319319999,-51.65199112999989
SP,Santo André,723889.0,45062.56,-23.663999999999902,-46.538000000000004
SP,São João do Pau d'Alho,2095.0,27920.27,-21.267962052999902,-51.666033555999896
SP,Sarutaiá,3623.0,26651.32,-23.2729999999999,-49.4799999999999
SP,Taguaí,14415.0,23824.33,-23.451999999999902,-49.40899999999989
SP,Tejupá,4452.0,31023.44,-23.3429999999999,-49.3759999999999
SP,Américo Brasiliense,41545.0,29617.13,-21.7239999969999,-48.1020000139999
SP,Fartura,16102.0,29419.47,-23.392978493999898,-49.499237794
SP,Indaiatuba,260690.0,87525.86,-23.0899999999999,-47.2179999999999
SP,Itu,177150.0,59502.19,-23.264,-47.29899999999989
SP,Jundiaí,426935.0,135081.2,-23.1859999999999,-46.883999999999894
SP,Pirassununga,77330.0,42833.73,-22.009343580999897,-47.4277676529999
SP,Registro,56463.0,41751.4,-24.4879999999999,-47.843999999999895
SP,Riolândia,12856.0,20921.21,-19.9899999989999,-49.6810000019999
SP,Sertãozinho,128432.0,55352.42,-21.1318041279999,-48.0096115929999
SP,Biritiba Mirim,33265.0,29190.32,-23.5685000459999,-46.039531276999895
SP,Florínea,2631.0,65354.84,-22.9039489919999,-50.731250018999894
SP,São Luiz do Paraitinga,10693.0,19098.4,-23.22316595,-45.30957595699989
SP,Adolfo,3545.0,32578.28,-21.2349999989999,-49.644000000999895
SP,Águas de São Pedro,3588.0,41208.23,-22.5989999969999,-47.876000018999896
SP,Alfredo Marcondes,4201.0,28649.11,-21.9538050509999,-51.4156374849999
SP,Águas da Prata,8262.0,25297.02,-21.937,-46.7169999999999
SP,Alambari,6231.0,20765.46,-23.5509999999999,-47.898999999999894
SP,Alto Alegre,4078.0,27853.08,-21.5809999989999,-50.163999999999895
SP,Águas de Lindóia,18908.0,30971.23,-22.4759999939999,-46.6330000789999
SP,Altair,4211.0,26662.17,-20.5239999979999,-49.0590000039999
SP,Aguaí,36981.0,35551.7,-22.0589999939999,-46.9790000539999
SP,Águas de Santa Bárbara,6142.0,35378.64,-22.8809999989999,-49.239000000999894
SP,Altinópolis,16221.0,51377.61,-21.026,-47.373999999999896
SP,Alumínio,18903.0,210670.96,-23.5349999999999,-47.261999999999894
SP,Álvaro de Carvalho,5320.0,11012.49,-22.0789884819999,-49.7207381059999
SP,Andradina,57245.0,49703.65,-20.896,-51.3789999999999
SP,Álvares Florence,3616.0,34389.1,-20.320999999999902,-49.91100000099989
SP,Aparecida,36211.0,28750.03,-22.8469999929999,-45.2300003009999
SP,Aparecida d'Oeste,4122.0,36763.62,-20.448999998999902,-50.879999999999896
SP,Araçariguama,23343.0,206250.44,-23.4389999999999,-47.06099999999989
BA,Teixeira de Freitas,164290.0,17504.82,-17.539200181000002,-39.7380736389999
BA,Valente,29111.0,9237.34,-11.413343070999899,-39.465350144
BA,Rio de Contas,12878.0,12108.56,-13.579592718,-41.8107426249999
BA,Simões Filho,137117.0,46196.74,-12.800674199999898,-38.397090815
BA,Aracatu,12960.0,11245.32,-14.430011153,-41.463741848
BA,Belo Campo,17013.0,9968.92,-15.037128111999898,-41.2607145539999
BA,Caravelas,22166.0,16145.53,-17.7374104319999,-39.259222379999905
BA,Feira da Mata,5656.0,11153.59,-14.210233803999898,-44.279578073
BA,Itagimirim,6784.0,18787.88,-16.092472317516414,-39.613012665794294
BA,Lajedão,3993.0,28301.41,-17.613677577999898,-40.344526820999896
BA,Ituaçu,19095.0,13448.72,-13.8144857309999,-41.2995327359999
BA,Jaguarari,33915.0,35329.66,-10.2586541069999,-40.1953416919999
BA,Luís Eduardo Magalhães,92671.0,95182.4,-12.087026071,-45.79665963
BA,Medeiros Neto,22741.0,22632.21,-17.3729928089999,-40.223584435999996
BA,Mucuri,42729.0,51787.26,-18.0791231319999,-39.545351358999895
BA,Nova Viçosa,44170.0,13040.8,-17.902509666999897,-39.381612999999895
BA,Nova Ibiá,6518.0,15600.07,-13.811033456,-39.625594486
BA,Ponto Novo,14729.0,9683.61,-10.86184377,-40.133461909999895
BA,Ubaíra,19860.0,11544.35,-13.268523143,-39.662753339999895
BA,Ubatã,27481.0,8148.97,-14.215747069,-39.518088909
BA,Serrolândia,13490.0,8781.78,-11.416588068,-40.3010663549999
BA,Serrinha,81693.0,13303.2,-11.660564211,-39.00622434699989
BA,Andaraí,13122.0,10254.35,-12.795239269000001,-41.328683379
BA,Aurelino Leal,11079.0,12365.87,-14.31811019,-39.322699508
BA,Contendas do Sincorá,4025.0,12615.63,-13.7627791039999,-41.043023080999895
BA,Ibitiara,16463.0,6906.7,-12.649180853,-42.216169674
BA,Iraquara,25728.0,34878.97,-12.244700316,-41.619831056
BA,Itapitanga,10284.0,9207.43,-14.423041726,-39.563839071000004
BA,Jucuruçu,8856.0,14417.25,-16.8432834929999,-40.159360847
BA,Itaparica,22440.0,11005.21,-12.889266252,-38.6784411309999
BA,Jitaúna,10470.0,16772.13,-14.016677837,-39.8897659149999
BA,Lençóis,11586.0,14642.25,-12.562601245999899,-41.390137045
BA,Livramento de Nossa Senhora,46372.0,12415.24,-13.639250943,-41.839537917
BA,Miguel Calmon,25771.0,10599.55,-11.431230673999899,-40.5968990919999
BA,Mundo Novo,27153.0,7337.41,-11.8659822569999,-40.4706985079999
BA,Pedrão,7438.0,7028.06,-12.1456171469999,-38.642835292
BA,Poções,46885.0,12232.18,-14.5252244449999,-40.367592901
BA,Rodelas,9548.0,15034.87,-8.84824578099995,-38.767530441999995
BA,Tanquinho,7936.0,8402.92,-11.975059653,-39.10485627
BA,Remanso,41324.0,11780.33,-9.62760023199996,-42.0860427499999
BA,Baianópolis,13979.0,18872.77,-12.307565591000001,-44.53869108
BA,Candeias,87820.0,77650.5,-12.671132981,-38.540510624
BA,Ibirataia,14476.0,14325.97,-14.064828874999899,-39.640724086
BA,Cruz das Almas,63923.0,16307.21,-12.6641026049999,-39.1020605799999
BA,Itabela,30901.0,16648.04,-16.575678472770075,-39.559519105678774
BA,Jaborandi,8176.0,164407.7,-13.620000135999899,-44.469456066
BA,Laje,24214.0,12075.74,-13.1822701689999,-39.423917006
BA,Jaguaquara,54913.0,12349.81,-13.527755371999898,-39.968314897
BA,Manoel Vitorino,12944.0,10804.93,-14.15004966,-40.2413687129999
BA,Mucugê,8725.0,88818.38,-13.0096653369999,-41.3721420529999
BA,Macaúbas,50481.0,8545.27,-13.0199143749999,-42.692344498
BA,Planalto,26581.0,11658.15,-14.668025063,-40.474655345
BA,Pilão Arcado,35295.0,8255.65,-9.99699180199997,-42.482074235000006
BA,Piritiba,25162.0,7467.76,-11.7307865569999,-40.55483190900001
BA,Quijingue,27672.0,8232.09,-10.753330638,-39.2095813179999
BA,Rafael Jambeiro,22643.0,17496.89,-12.409011565999899,-39.4990553809999
BA,Santa Cruz Cabrália,28058.0,19546.74,-16.335827126763373,-39.011790171599586
BA,Ruy Barbosa,30900.0,12712.32,-12.2862750749999,-40.506059852
BA,Riachão das Neves,22330.0,68947.75,-11.748979327,-44.912234241
BA,Saubara,12163.0,12031.98,-12.739826498000001,-38.7669987089999
BA,Belmonte,23540.0,15875.7,-15.8599706429999,-38.879098406
BA,Central,17293.0,8935.69,-11.1372980589999,-42.1090870959999
BA,Capim Grosso,31055.0,18670.35,-11.381388494000001,-40.00965234499989
BA,Iramaia,7874.0,13042.63,-13.29292916,-40.959329887
BA,Correntina,32243.0,101729.95,-13.343148157,-44.6349212969999
BA,Lajedo do Tabocal,8591.0,9120.23,-13.473367341000001,-40.222029144
BA,Jussiape,5777.0,11898.43,-13.515976963,-41.591659549000006
BA,Madre de Deus,21754.0,23697.45,-12.743377392999898,-38.617752300999896
BA,Maragogipe,44902.0,8971.96,-12.7777070559999,-38.917863971
BA,Muniz Ferreira,7464.0,8950.97,-13.001986096999898,-39.108587336
BA,Nova Itarana,8328.0,8800.02,-13.02693156,-40.068334164
BA,Nova Canaã,16482.0,10572.94,-14.795009637000001,-40.144343374
BA,Piraí do Norte,10050.0,11643.35,-13.7604081709999,-39.3772701199999
BA,Valença,97873.0,17784.63,-13.3677234649999,-39.068245589
BA,Riachão do Jacuípe,33498.0,12249.9,-11.806706596000001,-39.384127529000004
BA,Tapiramutá,16939.0,8789.96,-11.848253971,-40.790918815999895
BA,Baixa Grande,20431.0,9527.52,-11.956104223,-40.168728035
BA,Aratuípe,8848.0,9038.92,-13.0773165529999,-39.001904282999895
BA,Brejolândia,10675.0,11827.72,-12.4863453799999,-43.961634041
BA,Canudos,16832.0,9098.77,-9.89591659299998,-39.028383032
BA,Cafarnaum,18585.0,11697.42,-11.692598764,-41.470481520999996
BA,Conceição da Feira,22933.0,16397.98,-12.4966493649999,-38.9980641729999
BA,Conceição do Almeida,17087.0,11720.12,-12.777491198999899,-39.1691852399999
BA,Gandu,32778.0,14071.41,-13.7470506399999,-39.4899549739999
BA,Igaporã,15661.0,12664.23,-13.769959773,-42.718238167
BA,Lauro de Freitas,204669.0,35778.64,-12.896055741999898,-38.320678513
BA,Macururé,7752.0,8711.97,-9.17300415399995,-39.055575603
BA,Milagres,10838.0,13287.94,-12.8670907219999,-39.861557862
BA,Malhada de Pedras,8326.0,9685.22,-14.3868544329999,-41.879398347999896
BA,Mulungu do Morro,10469.0,20336.37,-11.964114629999898,-41.643075347
BA,Novo Horizonte,12653.0,8316.99,-12.809419826000001,-42.168403102999896
BA,Nova Fátima,7830.0,12158.12,-11.608237588999899,-39.630161486000006
BA,Taperoá,21421.0,10352.23,-13.5391567189999,-39.100531867
BA,Ubaitaba,18647.0,13137.19,-14.313380543999898,-39.322155554999895
BA,Salinas da Margarida,16047.0,12550.18,-12.875855801280865,-38.7582571492338
BA,Retirolândia,14588.0,10276.38,-11.493490649,-39.42832721
BA,Xique-Xique,46562.0,9904.22,-10.824858162999899,-42.7227482449999
BA,Utinga,19330.0,9620.61,-12.076023845999899,-41.090266432
BA,Antônio Gonçalves,11955.0,6917.74,-10.572150028000001,-40.275861796
BA,Brumado,67468.0,26432.55,-14.2039131129999,-41.671443602000004
BA,Canarana,26468.0,9778.68,-11.688470234,-41.769672396
BA,Cocos,18835.0,29725.02,-14.1810617269999,-44.536038533
BA,Ibititá,17048.0,9120.25,-11.548589514000001,-41.975961734
BA,Cravolândia,5352.0,8577.98,-13.355586643999999,-39.8130769699999
BA,Ibirapitanga,23433.0,12198.46,-14.16206377,-39.372702976999996
BA,Morro do Chapéu,35466.0,17648.85,-11.5506068019999,-41.158070101
BA,Morpará,8476.0,9281.16,-11.56252853,-43.277797097000004
BA,Mansidão,13822.0,6778.15,-10.7187951929999,-44.035091823
BA,Paramirim,21777.0,12441.24,-13.444535475,-42.242479755000005
BA,Pé de Serra,13535.0,9712.24,-11.832886286,-39.611578863
BA,Nova Redenção,9126.0,8283.67,-12.816665545000001,-41.068641041
BA,Pojuca,40401.0,45629.19,-12.431361336999899,-38.329034642
BA,Pintadas,10353.0,10561.22,-11.812227858,-39.908688391999895
BA,São Desidério,34764.0,168146.14,-12.361454276,-44.9746474629999
BA,São Sebastião do Passé,44554.0,19080.47,-12.519614707,-38.4871641089999
BA,Santo Amaro,60190.0,18905.29,-12.5484536339999,-38.7060445239999
BA,Abaíra,8681.0,8086.04,-13.250722126,-41.66475181
BA,Catu,55222.0,12592.64,-12.354052133,-38.37547699
BA,Ipiaú,45969.0,12373.92,-14.1333211529999,-39.7373844259999
BA,Iguaí,27006.0,9125.5,-14.751515519,-40.087466451
BA,Juazeiro,219544.0,23601.32,-9.43291977999996,-40.491267765
BA,Ituberá,28870.0,12734.98,-13.729186932999898,-39.1459104369999
BA,Licínio de Almeida,12357.0,12747.54,-14.681969786,-42.505336331
BA,Mutuípe,22340.0,21100.38,-13.227711328999899,-39.5069766509999
